pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_facility,sy_dist,sy_disterr1,sy_disterr2
HD 38529 c,HD 38529,2,Radial Velocity,2000,Multiple Observatories,42.3538,0.10605,-0.10605
HD 38801 b,HD 38801,1,Radial Velocity,2009,Subaru Telescope,91.4349,0.3468,-0.3468
HD 39091 b,HD 39091,3,Radial Velocity,2001,Anglo-Australian Telescope,18.2702,0.0226,-0.0226
HD 39194 b,HD 39194,3,Radial Velocity,2021,La Silla Observatory,26.4131,0.0265,-0.0265
HD 39194 c,HD 39194,3,Radial Velocity,2021,La Silla Observatory,26.4131,0.0265,-0.0265
HD 39194 d,HD 39194,3,Radial Velocity,2021,La Silla Observatory,26.4131,0.0265,-0.0265
HD 39855 b,HD 39855,1,Radial Velocity,2019,Las Campanas Observatory,23.2599,0.0188,-0.0189
HD 40307 b,HD 40307,5,Radial Velocity,2009,La Silla Observatory,12.9363,0.0047,-0.0046
HD 40307 c,HD 40307,5,Radial Velocity,2009,La Silla Observatory,12.9363,0.0047,-0.0046
HD 40307 d,HD 40307,5,Radial Velocity,2009,La Silla Observatory,12.9363,0.0047,-0.0046
